id,name,code,state_id:id
district_cp_017,เมืองชุมพร,CP-8601,base.state_th_013
district_cp_018,หลังสวน,CP-8602,base.state_th_013
district_cp_019,สวี,CP-8603,base.state_th_013
district_cp_020,ท่าแซะ,CP-8604,base.state_th_013
district_cp_021,ปะทิว,CP-8605,base.state_th_013
district_cp_022,ละแม,CP-8606,base.state_th_013
district_cp_023,พะโต๊ะ,CP-8607,base.state_th_013
district_cp_024,ทุ่งตะโก,CP-8608,base.state_th_064
district_sk_013,เมืองสงขลา,SK-9001,base.state_th_064
district_sk_014,หาดใหญ่,SK-9002,base.state_th_064
district_sk_015,บางกล่ำ,SK-9003,base.state_th_064
district_sk_016,คลองหอยโข่ง,SK-9004,base.state_th_064
district_sk_017,สะเดา,SK-9005,base.state_th_064
district_sk_018,จะนะ,SK-9006,base.state_th_064
district_sk_019,ระโนด,SK-9007,base.state_th_064
district_sk_020,เทพา,SK-9008,base.state_th_064
district_sk_021,นาทวี,SK-9009,base.state_th_064
district_sk_022,รัตภูมิ,SK-9010,base.state_th_064
district_sk_023,สทิงพระ,SK-9011,base.state_th_064
district_sk_024,สะบ้าย้อย,SK-9012,base.state_th_064
district_sk_025,ควนเนียง,SK-9013,base.state_th_064
district_sk_026,กระแสสินธุ์,SK-9014,base.state_th_064
district_sk_027,สิงหนคร,SK-9015,base.state_th_064
district_sk_028,นาหม่อม,SK-9016,base.state_th_061
district_st_029,เมืองสตูล,ST-9101,base.state_th_061
district_st_030,ละงู,ST-9102,base.state_th_061
district_st_031,ทุ่งหว้า,ST-9103,base.state_th_061
district_st_032,ควนกาหลง,ST-9104,base.state_th_061
district_st_033,มะนัง,ST-9105,base.state_th_061
district_st_034,ท่าแพ,ST-9106,base.state_th_061
district_st_035,ควนโดน,ST-9107,base.state_th_070
district_tr_008,เมืองตรัง,TR-9201,base.state_th_070
district_tr_009,วังวิเศษ,TR-9202,base.state_th_070
district_tr_010,สิเกา,TR-9203,base.state_th_070
district_tr_011,กันตัง,TR-9204,base.state_th_070
district_tr_012,หาดสำราญ,TR-9205,base.state_th_070
district_tr_013,ปะเหลียน,TR-9206,base.state_th_070
district_tr_014,ห้วยยอด,TR-9207,base.state_th_070
district_tr_015,รัษฎา,TR-9208,base.state_th_070
district_tr_016,ย่านตาขาว,TR-9209,base.state_th_070
district_tr_017,นาโยง,TR-9210,base.state_th_040
district_pl_010,เมืองพัทลุง,PL-9301,base.state_th_040
district_pl_011,กงหรา,PL-9302,base.state_th_040
district_pl_012,ศรีนครินทร์,PL-9303,base.state_th_040
district_pl_013,ควนขนุน,PL-9304,base.state_th_040
district_pl_014,ปากพะยูน,PL-9305,base.state_th_040
district_pl_015,เขาชัยสน,PL-9306,base.state_th_040
district_pl_016,บางแก้ว,PL-9307,base.state_th_040
district_pl_017,ตะโหมด,PL-9308,base.state_th_040
district_pl_018,ป่าบอน,PL-9309,base.state_th_040
district_pl_019,ศรีบรรพต,PL-9310,base.state_th_040
district_pl_020,ป่าพะยอม,PL-9311,base.state_th_038
district_pl_021,เมืองปัตตานี,PT-9401,base.state_th_038
district_pl_022,สายบุรี,PT-9402,base.state_th_038
district_pl_023,โคกโพธิ์,PT-9403,base.state_th_038
district_pl_024,ปะนาเระ,PT-9404,base.state_th_038
district_pl_025,ทุ่งยางแดง,PT-9405,base.state_th_038
district_pl_026,มายอ,PT-9406,base.state_th_038
district_pl_027,ยะหริ่ง,PT-9407,base.state_th_038
district_pl_028,ยะรัง,PT-9408,base.state_th_038
district_pl_029,หนองจิก,PT-9409,base.state_th_038
district_pl_030,แม่ลาน,PT-9410,base.state_th_038
district_pl_031,ไม้แก่น,PT-9411,base.state_th_038
district_pl_032,กะพ้อ,PT-9412,base.state_th_076
district_yl_001,เมืองยะลา,YL-9501,base.state_th_076
district_yl_002,กรงปินัง,YL-9502,base.state_th_076
district_yl_003,เบตง,YL-9503,base.state_th_076
district_yl_004,ยะหา,YL-9504,base.state_th_076
district_yl_005,กาบัง,YL-9505,base.state_th_076
district_yl_006,บันนังสตา,YL-9506,base.state_th_076
district_yl_007,ธารโต,YL-9507,base.state_th_076
district_yl_008,รามัน,YL-9508,base.state_th_033
district_nw_001,เมืองนราธิวาส,NW-9601,base.state_th_033
district_nw_002,ตากใบ,NW-9602,base.state_th_033
district_nw_003,สุไหงโก-ลก,NW-9603,base.state_th_033
district_nw_004,เจาะไอร้อง,NW-9604,base.state_th_033
district_nw_005,ระแงะ,NW-9605,base.state_th_033
district_nw_006,สุไหงปาดี,NW-9606,base.state_th_033
district_nw_007,รือเสาะ,NW-9607,base.state_th_033
district_nw_008,แว้ง,NW-9608,base.state_th_033
district_nw_009,บาเจาะ,NW-9609,base.state_th_033
district_nw_010,ยี่งอ,NW-9610,base.state_th_033
district_nw_011,สุคิริน,NW-9611,base.state_th_033
district_nw_012,ศรีสาคร,NW-9612,base.state_th_033
district_nw_013,จะแนะ,NW-9613,base.state_th_033
